"business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"pPNcs_59jNiQSs0Yq13bGw","Friday's Front Row Sports Grill","","401 E Jefferson St","Phoenix","AZ","85004","33.4453626","-112.0674961","3.0","127","1","{""Alcohol"":""full_bar"",""HasTV"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""BusinessAcceptsCreditCards"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsGoodForGroups"":true,""BYOBCorkage"":""yes_free"",""Caters"":false,""WiFi"":""free"",""RestaurantsReservations"":true,""BYOB"":false,""RestaurantsTableService"":true,""Corkage"":false,""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BikeParking"":true,""OutdoorSeating"":true,""RestaurantsPriceRange2"":2,""RestaurantsDelivery"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":true,""street"":true,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""American (Traditional)""]","{""Monday"":""11:00-22:00"",""Tuesday"":""11:00-22:00"",""Friday"":""11:00-22:00"",""Wednesday"":""11:00-22:00"",""Thursday"":""11:00-22:00"",""Sunday"":""11:00-22:00"",""Saturday"":""11:00-22:00""}"
"W-3Sy3fy85mQdd0ZNFKIiw","Applebee's","Chinatown","3501 S Rainbow","Las Vegas","NV","89103","36.1252695702","-115.243588275","2.5","74","1","{""Alcohol"":""full_bar"",""HasTV"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""WheelchairAccessible"":true,""BusinessAcceptsCreditCards"":true,""Music"":{""dj"":false,""background_music"":false,""no_music"":false,""karaoke"":false,""live"":false,""video"":false,""jukebox"":false},""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsGoodForGroups"":true,""Caters"":false,""WiFi"":""free"",""RestaurantsReservations"":false,""RestaurantsTableService"":true,""RestaurantsTakeOut"":true,""GoodForKids"":true,""HappyHour"":true,""GoodForDancing"":false,""BikeParking"":true,""OutdoorSeating"":false,""RestaurantsPriceRange2"":2,""RestaurantsDelivery"":false,""BestNights"":{""monday"":false,""tuesday"":true,""friday"":false,""wednesday"":false,""thursday"":false,""sunday"":false,""saturday"":false},""GoodForMeal"":{""dessert"":false,""latenight"":true,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false},""CoatCheck"":false,""DriveThru"":false}","[""Sports Bars"",""Nightlife"",""Burgers"",""Bars"",""American (Traditional)"",""Restaurants"",""Food""]","{""Monday"":""11:00-0:00"",""Tuesday"":""11:00-0:00"",""Friday"":""11:00-0:00"",""Wednesday"":""11:00-0:00"",""Thursday"":""11:00-0:00"",""Sunday"":""11:00-0:00"",""Saturday"":""11:00-0:00""}"
"fbLYRHIZAt3q839whhaBUg","Oregano's Pizza Bistro","","4602 E Cactus Rd","Phoenix","AZ","85032","33.5996610763","-111.98229337","3.5","232","1","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""full_bar"",""Caters"":true,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""loud"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Pizza"",""Italian"",""Restaurants""]","{""Monday"":""11:00-22:00"",""Tuesday"":""11:00-22:00"",""Friday"":""11:00-22:00"",""Wednesday"":""11:00-22:00"",""Thursday"":""11:00-22:00"",""Sunday"":""11:00-22:00"",""Saturday"":""11:00-22:00""}"
"jW4-bGuymLGlB9OBsTq3TA","Toscana Brick Oven","","1800 Main St","Canonsburg","PA","15317","40.275572","-80.1667438","3.0","46","1","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""beer_and_wine"",""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":true,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Italian"",""Pizza"",""Restaurants""]","{""Monday"":""11:00-22:00"",""Tuesday"":""11:00-22:00"",""Friday"":""11:00-23:00"",""Wednesday"":""11:00-22:00"",""Thursday"":""11:00-22:00"",""Sunday"":""11:30-21:00"",""Saturday"":""11:30-23:00""}"
"dXoeLzpG72P7F2Lwa01riQ","Chipotle Mexican Grill","","13869 W Bell Rd, Ste 107","Surprise","AZ","85374","33.6382111448","-112.359094705","2.5","102","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""beer_and_wine"",""Caters"":true,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":false,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Fast Food"",""Restaurants"",""Mexican""]","{""Monday"":""10:45-22:00"",""Tuesday"":""10:45-22:00"",""Friday"":""10:45-22:00"",""Wednesday"":""10:45-22:00"",""Thursday"":""10:45-22:00"",""Sunday"":""10:45-22:00"",""Saturday"":""10:45-22:00""}"
"1Ds8V2c7LlwSAA3O-9f4cA","McDonald's","","1850 S 7th St","Phoenix","AZ","85004","33.4297449","-112.065708","2.0","8","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""free"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":3,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Burgers"",""Restaurants"",""Fast Food""]","{""Monday"":""5:00-23:00"",""Tuesday"":""5:00-23:00"",""Friday"":""5:00-0:00"",""Wednesday"":""5:00-23:00"",""Thursday"":""5:00-23:00"",""Sunday"":""5:00-23:00"",""Saturday"":""5:00-0:00""}"
"cGHdjkXa2n9B2apkicdCXQ","The Coffee Bean & Tea Leaf","Summerlin","10834 W Charleston Blvd, Ste 200","Las Vegas","NV","89135","36.1611321711","-115.331700319","4.0","81","1","{""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false},""Caters"":false,""WiFi"":""free"",""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsTakeOut"":true,""WheelchairAccessible"":true}","[""Food"",""Coffee & Tea""]","{""Monday"":""5:00-21:00"",""Tuesday"":""5:00-21:00"",""Friday"":""5:00-21:00"",""Wednesday"":""5:00-21:00"",""Thursday"":""5:00-21:00"",""Sunday"":""5:00-20:30"",""Saturday"":""5:30-21:30""}"
"vjLgZg0DH_9xwcujFNb0pA","BJ's Buffet","","4945 W Tropicana Ave","Las Vegas","NV","89103","36.099494","-115.2083645","1.5","35","0","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":true,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":true,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Buffets""]","{}"
"5TXQxcwEfqzBDbMq2zmBPQ","Verona Chophouse","","Lone Butte Casino, 1077 S Kyrene Rd","Chandler","AZ","85226","33.2907071","-111.9456801","4.0","55","0","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":true,""breakfast"":false,""brunch"":true},""Alcohol"":""full_bar"",""Caters"":false,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":true,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":true,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":false,""GoodForKids"":false,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""American (New)"",""Steakhouses"",""Italian"",""Restaurants""]","{""Monday"":""17:00-22:00"",""Tuesday"":""17:00-22:00"",""Friday"":""17:00-23:00"",""Wednesday"":""17:00-22:00"",""Thursday"":""17:00-22:00"",""Sunday"":""17:00-22:00"",""Saturday"":""17:00-23:00""}"
"puPY7gVy7RCz8bK1zkzdoQ","Golden Valley Chinese Restaurant","","832 W Baseline Rd","Mesa","AZ","85210","33.3795863","-111.8499629","4.0","94","1","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""beer_and_wine"",""Caters"":true,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""quiet"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":true,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Chinese"",""Restaurants""]","{""Monday"":""11:00-21:00"",""Tuesday"":""11:00-21:00"",""Friday"":""11:00-21:30"",""Wednesday"":""11:00-21:00"",""Thursday"":""11:00-21:00"",""Sunday"":""12:00-21:00"",""Saturday"":""12:00-21:30""}"
"gpivFNirREOyEAwxVebR5g","Wendy's","","1405 W Baseline Rd","Tempe","AZ","85283","33.3778358","-111.9607244","2.5","21","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Fast Food"",""Burgers"",""Restaurants""]","{""Monday"":""10:00-0:00"",""Tuesday"":""10:00-0:00"",""Friday"":""10:00-1:00"",""Wednesday"":""10:00-0:00"",""Thursday"":""10:00-0:00"",""Sunday"":""10:00-0:00"",""Saturday"":""10:00-1:00""}"
"nzbQXU2x7O8oucKGthUT3g","Grimaldi's Pizzeria","","20715 N Pima Rd, Ste F115","Scottsdale","AZ","85255","33.6741553034","-111.887854198","4.0","189","1","{""Alcohol"":""full_bar"",""HasTV"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""BusinessAcceptsCreditCards"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsGoodForGroups"":true,""BYOBCorkage"":""yes_free"",""Caters"":true,""WiFi"":""no"",""RestaurantsReservations"":true,""BYOB"":false,""RestaurantsTableService"":true,""Corkage"":false,""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BikeParking"":true,""OutdoorSeating"":true,""RestaurantsPriceRange2"":2,""RestaurantsDelivery"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Pizza""]","{""Monday"":""11:00-22:00"",""Tuesday"":""11:00-22:00"",""Friday"":""11:00-23:00"",""Wednesday"":""11:00-22:00"",""Thursday"":""11:00-22:00"",""Sunday"":""11:00-22:00"",""Saturday"":""11:00-23:00""}"
"2LVuwl-eH-8PYikyFmqcTQ","Papa Da Vinci","Oakland","3526 Blvd Of The Allies","Pittsburgh","PA","15213","40.434609","-79.9554667","2.5","28","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":true,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""full_bar"",""Caters"":false,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":true,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":false,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Restaurants"",""Pizza""]","{""Monday"":""17:00-1:00"",""Tuesday"":""17:00-1:00"",""Friday"":""11:00-3:00"",""Wednesday"":""17:00-1:00"",""Thursday"":""17:00-3:00"",""Sunday"":""11:00-1:00"",""Saturday"":""11:00-3:00""}"
