"review_id","user_id","business_id","stars","date","text","useful","funny","cool"
"z6wG7RrcONWJlxE8AJypeg","YBbNemmB8wWbKGr6V3bCAA","dwQEZBFen2GdihLLfWeexA","1","2015-06-05","This will probably be my last review of this location. I was at don tequila yesterday & the cashier was talking  to me but I couldn't understand so I laughed it off.     He told me I looked sexy today and said something else. I said thanks and laughed so that he wouldn't be offended. He came around the counter and walked up on me then hugged me so I assume he was asking for a hug.     He then whispered in my ear that he just wanted to feel my breast on his chest. Seriously....I don't feel like I need to wear jeans and sweaters in the summer because he is a pervert. It was very disrespectful and unprofessional and I feel uncomfortable eating there anymore.","1","2","0"
"NSBC7JSjUn3ru4vf3f21Dg","CLHRQRNRrpj7Ht-oQSFf7g","dwQEZBFen2GdihLLfWeexA","3","2014-04-04","Sometimes you need a little spice in your life. Don Tequilla delivers. The neon sign beckons you inside and once there, sit back and enjoy.The roomy booths offer space for cozy dinner or enough room for your whole brood or gang of friends. Nibble some fresh chips and salsa while you ponder your meal options. The salsa is fresh with tomatoes, cilantro and spice. In case that isn't enough heat for you ask for the special sauce from the kitchen for extra kick and spice.I ordered the chili rellenos hoping not to be disappointed - this gal spent some time in Arizona and loves her Mexican food. These didn't disappoint. Yum. Served with rice and beans with a drizzle of red sauce.Good enough to want to return and sample through the menu -- several other items caught my eye - fish tacos, nightly specials, burritos with tomatillo sauce!!! The staff is friendly and patiently gives you time to check-out the menu and answer any questions. nom.nom.","0","0","0"
"wPGXLAQX0z7FVh1PhInyLg","MGBv4e-Z6lfyUcSVwPXQPA","dwQEZBFen2GdihLLfWeexA","4","2012-11-26","i love this place!First impressions this place is a fun atmosphere filled with mexican clay rooftops and colorful furniture.  You get your chips and salsa as you sit down as usual while they take orders for drinks.  They got horchata here now, which is a + in my book, if you haven't tried it yet, i totally recommend to.  The food came out rather fast and speedy on extremely hot plates.  The salsa and hot sauces there are bombbbbb. Ask them for homemade style hot sauces they make in the kitchen, it's different everytime you go in.  Some will leave you sweating and some will leave a sweet or an extra tomato flavor in your mouth.The food i'd definitely rate 7.5/10. as i'm a hardcore mexican food lover.  It's nothing you find in texas or california, but quite damn close.  I always find myself coming back to this fun filled, warm, family owned place and always leave feeling satisfied.  for taqueria style tacos, try the tacos el pastor!","0","0","1"
"5oLdxF5fJfwrCZ20XDFDXg","4pVwuNpFwn8nWrSkT0urvA","dwQEZBFen2GdihLLfWeexA","5","2016-01-01","Authentic. Delicious chips and salsa follow you to the table on arrival - food arrives on plates too hot to touch. We lived in the South West for 9 years and ate at many Mexican places ONCE, before calling DonnyTs our favorite. We have been enjoying perfect food here for 6 plus years. Very little turn over in wait or kitchen staff... consistent quality food and service.","0","0","0"
"BaqYuJH1oIMNayOBW_AqFw","5z587IBRnjCbo51IaHNPzQ","dwQEZBFen2GdihLLfWeexA","4","2010-08-18","Why hello service. Don't let the lime green walls scare you, this place is all business. Seated immediately, the waiter came to the table immediately, and the food came almost immediately after we'd ordered. Boyfriend got a combo platter with an enchilada and taquito and devoured the whole thing. I got a carnitas dinner platter and I could only finish half since I filled up on chips and salsa and guacamole. It was so good! The only disappointing part was the dessert. We ordered flan, and when it arrived it was covered in whipped cream and strawberry sauce which I am not a fan of. The consistency was nubbly. Should've went with the churros.","1","0","1"
"0yqWd0USYSpaPI7zUW4JAw","-S1dz92Q3RPfHomiqEeP8Q","dwQEZBFen2GdihLLfWeexA","1","2011-10-28","Passed this place a few times and finally decided to try it. I got the #17 on the lunch menu. It was a burrito  with eggs, chorizo and cheese.  It was probably one of the most tasteless burritos I've ever had. It was covered in what appeared to be some sort of franks red hot sauce, and no im not mistaking it for enchilada sauce. The side of my plate was a pile of tomatoes shredded cheese and a piece of lettuce, a whole piece not shredded. Not happy with my lunch at all. The salsa and cheese dip were average, nothing to go crazy over. Service was quick and friendly. The food came out about 5 minutes after we ordered which kinda scared me. I like quick service, but also don't mind waiting a few minutes for some really good food. Overall the place was cute, people were friendly but food was less than OK. I wouldn't go back.","0","0","0"
"pVpmE6BWfK6W-1Zvat94NQ","ludX46lEfeQ8TuHsK0D9zw","dwQEZBFen2GdihLLfWeexA","5","2016-04-02","This is our go to Mexican restaurant. The staff is kind and courteous and Javier is an amazing gentleman. Always prompt , fresh and delicious. Their mango margaritas and dos Equis pair perfectly with our meals. Very family friendly and great atmosphere. Really a great place","0","0","0"
"d1y0PAqpOQ_Ml-xil4Pz6A","rK2aGPWEU7UVwz_fqKE8mA","dwQEZBFen2GdihLLfWeexA","4","2012-09-12","Food was AWESOME. The normal tacos are ... well ... normal and typical. My wife ordered the chicken fajitas and they were very good fajitas. I ordered the burrito durango which was a 12 inch shell STUFFED with chicken, steak, and huge shrimp! I asked for it spicy... and it actually came with pretty good heat. The burrito was outstanding, which is why I gave it 4 stars instead of 3. Overall, we'll probably be back.","0","0","1"
"3v3S0lYInTbqeN-lBh9VNA","09jpZrKD_j0SG9WPBDSJQg","dwQEZBFen2GdihLLfWeexA","4","2014-06-25","Went on a saturday night on the first night of summer, and had a party of 12.   We were sat almost immediately.  Went there because they had catered a party of a friend of mine.Our server was professional, and bilingual.  But you could totally understand him and had a cool accent.  Americanized i suppose.  They do not use a POS system but use an old paper check system...so separate checks becomes an issue.They put tons of chips and salsa in front of you...the chips are super crunch but almost no salt, and the salsa was bland for my taste.I had the el paso speciai; beef tip burrito and chicken burrito w/ rice and beans.  All came out hot but a little watery.  Dunno where that came from.  But I did ask for lettuce/tomato set as it did not come with any in or on it.Kids food came out fast, they did have the world cup and that seemed to distract the waiters...but as far as Mexican food goes it was pretty good for Mentor.","0","0","0"
"V-YiU3DC3prLkOh1ByOUAw","Xxvz5g67eaCr3emnkY5M6w","dwQEZBFen2GdihLLfWeexA","3","2017-07-04","So, I thought the food was average. But what makes this place is the cool interior and super attentive and friendly bartenders and servers.  We felt like we were part of la familia. I haven't felt that way in a Mexican restaurant, probably ever.  Fajitas did not arrive sizzling. Bummer.  My bean burrito and cheese enchilada were standard fare. Nothing to shout about. The beer was extra cold so bueno for that.  Very clean restaurant.","1","0","0"
"41ORR2OPi2CP0FAoiWjwWA","60ENRcuFKNf9oeA2zWROFQ","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-07-16","I  would've like to take a before picture when it looked all nice and pretty, but it was so delicious I just couldn't wait. I had the chicken chimichanga and my friend had of the chicken burrito supreme. I will never visit Robertos, Pepe's tacos, etc. again. #obsessed","1","0","0"
"JGIVj26nGtLgzsL4zeaP2Q","UKFgwgNM1a7Gmr0UIGPzpw","OQcvO5P3gH0cuJ-bPXwfQQ","5","2016-06-12","One of the few times I have given a business five stars. This restaurant has very good food everything on the menu is fresh and very very tasty. I've been to this restaurant probably 10 to 15 times and have never had a bad meal. Is the owner and staff of this restaurant are very nice and courteous and provide a good service and excellent food. I highly recommend this place for anything Mexican on their menu you will not be disappointed.","1","0","1"
"w3ezGmzYbucBCNB66ilE4Q","LnGDsxHFPhoCKT8sFGaViA","OQcvO5P3gH0cuJ-bPXwfQQ","4","2015-08-01","Las Vegas does not have a lot of good Mexican food unfortunately. So, when we do find one, it's always pretty exciting. This place was good. Reminded me a little of Texas, in terms of quality. Enchilada was very tasty, great sauce. Rice and beans were both delicious. Chile Relleno needed a tiny bit more flavor, but had plenty of cheese. Great little salsa bar. Had a bite of gf's Huevos Rancheros and we agreed that they were pretty awesome. We'll be back soon.","4","1","2"
"wM9a-pB0MSnyIJ4eMmXBUw","E1b2_YD1uwufHmCsrKteCw","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-03-11","Trying to curb my taco cravings, checked yelp for a taco spot not too far from the house, when I came across the review for Mi Pueblo Taco Shop and they have a perfect 5star rating. I haven't got my food yet, but the smell coming out the kitchen is amazing. It's a Friday night in Vegas, at a hole in the wall taco shop. The single file line is out the door.....Now that's a recipe for GREAT Mexican food","0","0","0"
"fEpol5iWEiqKdbrIuHOc3A","JoATwObKNywEmAduyKdm6w","OQcvO5P3gH0cuJ-bPXwfQQ","5","2015-07-22","My daughter and I stopped in yesterday and truly enjoyed our meal. So much so we added an order to go. Just might have to give up my usual taco spot!!!! Food was great. My only critic no chips and salsa before the meal and only gives you a couple chips stuck in the great beans!!! Also might look into making up paper menus. Nothing to take home to read. The service impeccable. Will be back for sure.","1","0","0"
"XgoMPW26QuJ6duS08QXc-g","OVFCRSZ_yFEc1rAlye_Z5g","OQcvO5P3gH0cuJ-bPXwfQQ","5","2014-09-05","Talk about authentic Mexican food!! there i was in search of a new place to eat close to work. I was craving authentic tacos, as i reminisced on my favorite taco shop in san francisco.      First stop was Cardenas. It was closer to me but the lines were ridiculous and the environment chaotic. Needless to say, i left in search of greener pastures. Second stop, the las vegas chain Rigos tacos. The place gave me a creepy vibe plus their soda machine was not working. I'm all for hole in the wall places but this place was too much.     As I drove aimlessly i came across this place, Mi pueblo Taco shop. Boy was I pleasantly surprised!! my  long search of a mom & pop taco shop proved fruitful. The lady at the counter and the cook turned out to be husband and wife, and the owners. They were both extremely friendly  and the food was delicious!! they had weird pricing quirks but hopefully they figure it out. overall, 5 stars and will definitely come back again.","2","0","1"
"LbwHTp9GEKk5xoQzIjITeg","Rh2YtAmvRxDonUqZlxJDIw","OQcvO5P3gH0cuJ-bPXwfQQ","5","2015-02-09","Wonderful divey taco shop with awesome Mexican food. Highly recommend the tacos dorados, cheese enchiladas and chips with the salsa bar. The flavors are amazing! They must do most of their business as take out since it is so small, but the eating area is clean and nice. Don't be swayed by the strip mall. Definitely worth a stop.","3","0","0"
"PM5aFLiwbKWDm_AtC71-3Q","d9y5MjVOgxcP4Zc7qjowdA","OQcvO5P3gH0cuJ-bPXwfQQ","5","2016-11-03","I walked in my scrubs and the owner asked me how I found out about his place.  I told him Yelp and that I was in the area for a school assignment and lived across town.  He never heard of Yelp and didnt know that his place has a 5 star rating.  He was wearing an SD cap and I found out he lived in San Diego.  If you ever had authentic San Diego Mexican food you know this place is legit, because it reminded me of that.  I found this to be a unique experience with genuinely nice restaurant owners not catering to Yelp reviewers.  Hopefully that won't change after my random stop there.I had a carnitas burrito, cachete taco and carne asada taco, and a horchata (no not Smart Chata).  Overall the carne asada was the most flavorful with a nice charred taste.  The cachete was tasty.  My carnitas burrito was good too, similar to the SD burritos I miss.  Tortilla, meat, rice, beans, and since I'm originally from San Francisco I added some sour cream with guacamole.  The salsa was also fresh and tasty.","3","0","3"
"6SaVHkF1qwexY-nbGaxlPg","6pzA8EDhHgW3A5-rBObhBA","OQcvO5P3gH0cuJ-bPXwfQQ","5","2016-07-05","Craving for authentic Mexican Food and feeling adventurous and out of your comfort zone. Gotta try this humble and family operated place. Everything I had was simply delicious and would go out of my way to venture in this neighborhood for Tacos and Mexican foodThe cashier/server was very friendly and asked if it was my first time here. She answered my questions and made me feel welcomed. I originally was going to order Tacos only but the enchilada combo grab my attention and got the combo with a single order of Carne Asada Taco on the side because I had to get a taco too. When the order finally arrived at my table. I got the three different salsas that was available at the salsa bar. From the first bite of my taco and enchiladas 1-beef & 2-chicken combination along with the fresh salsas. Every bite was amazingly flavorful and authentic. The whole experience was great and felt like I was taking a short vacation in Mexico!","4","1","2"
"7NzfZCe-pdsY0oMJr17MZw","2qLnlH24c6wdPn5XvG6DLg","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-06-16","We were in Vegas for a few days and after eating at a number of the expensive resort offerings we found this little diamond in the rough. This place ROCKS! Totally authentic mexican food. The tacos and flautas are legit and hit the spot dead on. We are mexican and we know our cuisine and you can't go wrong eating here. Just stop reading this review and try it. Like now.  Go!","1","0","1"
"D26ZjupzxrjQHEt-wtCN7w","WRWvu_McOkXguooZftZJmw","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-05-05","Yes its definitely a five star hidden gem. A great pit stop on the way to Moab. Everything was fresh right down to the rice. A nice older couple seem to run the restaurant. The prices are fair, it's probably not not in the best part of N. Vegas but worth trying out, we'll be back.","0","0","0"
"onvMwlNZZjZ4mIz_2z7kvA","Wt5mt4Byw5Mn3U41jUnCAQ","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-07-16","MI Pueblo is the BEST TACO SHOP IN VEGAS.The owners are so sweet and kind. Their food is absolutely delicious. I have had every single meal available here, and I NEVER once had anything that was bland or stale. They Cook everything fresh, despite what others think. Even though I'm guessing those people have never seen the cooks in action. This place is 1 IN A MILLION! I've been going since they've opened in 2008. I have never regretted going there. I ABSOLUTELY LOVE THIS PLACE AND THE OWNERS! It's such a shame when people check in on here to get free food and THEN POST NEGATIVE REVIEWS ABOUT THE FOOD THAT THEY ACTUALLY HAVE TO PAY FOR LOL. YOU WONT FIND MANY CLOSE TO HOME, DOWN TO EARTH AND DELICIOUS PLACES LIKE THIS.","1","0","0"
"EEAdWv92XwDgFnJOmacXHA","u5o_QDwRPQW8gjgFudu9bg","OQcvO5P3gH0cuJ-bPXwfQQ","4","2016-12-01","Came here while visiting my friend in Vegas.  We wanted tacos and I'm picky about Mexican food.  This place totally hit the mark.  Not only was it delicious, the lady taking orders was super sweet and a really good salesperson.  I was debating on getting carne asada fries because i had already had fast food that day.  Here's how the convo went:Her: do you eat them [carne asada fries] every day?  Me: well, no...Her: then they're not so bad thenMe: good pointSalsa bar was on point and the spicy carrots and onions were crispy and super hot.  Yum.","2","2","2"
"Z5bwRMa0dR_e5Pm_cz5zog","zc6cucEAy6Qxkxr9ZUkqbw","OQcvO5P3gH0cuJ-bPXwfQQ","4","2016-10-14","Once again. The good was hot and fresh tasty, the customer  service  is friendly  and personal. This what to expect from a family owned restaurant.   The burritos  are very nice sized /over sized for your $$ the torta  is good also,  all the food is good sized portions","1","0","0"
"LVRBgIK3CP5Ap__LlczgRg","0Fhcuf1rKxSZOWQ4J56udw","OQcvO5P3gH0cuJ-bPXwfQQ","5","2017-02-19","This place is special. All their food is made with the care you would expect at a family gathering. The hospitality is incredible. This is NOT your typical Mexican turn-and-burn kind of place. Every dish I've ordered thus far has been absolutely fantastic...Well assembled and delicious. Personally, I love the ""caldo de pollo"" (chicken soup). I could eat it every day! This establishment is a definite winner in my book!!","1","0","0"
"K9RjHW__5WqYMZDdkFsneA","y74WFWeQHLCC9AbxuRWcSg","OQcvO5P3gH0cuJ-bPXwfQQ","5","2014-10-30","Outstanding. Visiting Las Vegas and happened upon this place. Having been raised in San Antonio, I feel like I know great Mexican food. And we found it here. The food is very authentic because they know how to build the meal with a great foundation. The chips and homemade tortillas are to die for. We all had various tacos, chicken and asada. Their burritos are huge!  The best part of the meal was the carnitas nachos. Don't miss out on them. When I'm back in vegas again, a meal here will be on my itinerary.","2","0","1"
"EfZfYyx7pN6e_xL1y1tNQA","IXSTfBSe56Z0RvYg4Cfn2w","qU4wrOVqDfddr9PP_ssmUA","3","2015-02-23","I like In and out burger.  The prices are reasonable.  the menu is simple. The burger is good. But I do have a problem with the massive lines and the seating. I assume that this is the way In and out burger is but I do not like to wait for a burger then have to scan the room for a dirty table that I have to wipe down myself.","0","0","0"
"hN47f6bhfsfrenzgMp89hQ","1KmCv57hyxZdtd_COuTZgA","qU4wrOVqDfddr9PP_ssmUA","5","2015-02-11","Showed up here at 12:57 AM a few nights ago -- we were driving from Tucson to Los Angeles, and pulled off on a whim, hoping this location had hours to 1:30 or 2 AM.  The place looked open, but empty -- we pulled into the drive through, asked if they were still open, and received a very enthusiastic ""For three more minutes!""  I felt bad about it, but the cashier was nice, and the fellow who handed us our burgers jokingly said that they were made with love.  It seems odd to say it, but he sounded genuinely sincere.  Ordered two cheeseburgers with extra everything, a double-double, and two fries.  Fries were piping hot / crispy, single burgers were heavily laden with at least 2.5 times the normal veggies -- unusually large for 'extra everything.'  I wouldn't normally leave a review for an In N Out, but everyone we spoke to was very nice, and they served us so close to closing.  Thank you!","2","0","0"
"HHDTZDe054Lrp43TZqgocQ","q9na5vXKRKJDjwWa-oR_bQ","qU4wrOVqDfddr9PP_ssmUA","3","2013-06-03","It had been a while since I had been to an In N Out, and I figured I would give it another chance.  I've lived in California twice, and everyone there is obsessed with the place.  I can remember my first time visiting and thinking, meh, it's just ok.  So, I walked in to the Dysart location and stood in line for fifteen minutes and then waited ten more minutes for my food.  My opinion: meh.  Their fries are good, but their burger is nothing special.  Five Guys and Whataburger beat it hands down, every day of the week.  So next time I was hungry, that's exactly what I did....go across I10 and get something that I enjoy.","1","0","1"
"IGCjBz13Wegjt-U50IFWzA","wP4P1y7JoL98QD1D8Thx3g","qU4wrOVqDfddr9PP_ssmUA","5","2015-08-05","Best place to get a protein burger and vanilla shake. The staff is always friendly but today our cashier Madison went above and beyond when my son was being cranky while I was trying  to order. She gave him stickers and a hat. Thanks for helping to calm him down.","0","0","0"
"NZ5EMhGn6qxtF6-4j4yygg","dqWVETGq5f_e0K85B_vvnw","qU4wrOVqDfddr9PP_ssmUA","5","2012-06-24","Absolutely one of the best fast food restaurants ever!!! Never had a bad meal here and always friendly staff. Be sure to look of the secret codes to order as they will make much more than what is on there general menu. Recommend the Double-Double with animal style fries and a drink. I hope one day they put one in Seattle, WA.","1","0","0"
"nfXol7teVHZXzmyfsAiPog","l4F-yBr-p6yrhwFbj0e3jA","qU4wrOVqDfddr9PP_ssmUA","4","2015-01-15","I love their burgers! It's my favorite place to go after a long day of work. The spread is amazing over the fries because sometimes they can be plain. The burgers are nice and juicy. The meals are cheaper the most fast food places and you get more for your money. I have been satisfied with my service they took my order quickly and kept the line moving.","0","0","0"
"y3epP9SRLhtotxcZx8VPcg","t1iQ7_HCRUGBx0wokIy1Jw","qU4wrOVqDfddr9PP_ssmUA","4","2015-04-20","We stopped here on our way out of town for a trip.  They were busy but we were helped fairly quickly.  We got our food and were able to get a seat no problem.  The food was great as always.  The staff was very friendly and they had people walking around checking on tables and clearing trays.  We will definitely be back when we are in the area.","0","0","0"
"MEK_1JjaYSWllefHqexMqA","T-VJjrnit_OCK1x4lyTpwQ","qU4wrOVqDfddr9PP_ssmUA","5","2015-03-02","This location is always busy, but it is worth the wait.The burgers are amazing (we all already know this), and the staff are always friendly, welcoming and work very hard.They also are able to manage a long line in the drive thru very efficiently, you'll be surprised how quickly you can move through.","1","0","0"
"A_kq3i6WjUrEc2NI8yKL5A","5MKqkzDbludCpSqBlZU3Kg","qU4wrOVqDfddr9PP_ssmUA","4","2016-05-22","If In-N-Out is available to us, we're goin' to it! This location treated us as well as previous ones we have been to! We headed straight there after getting settled at the hotel. Manged to score a table outside in the shade and enjoyed our burgers and Animal Fries in peace!","1","0","0"
"mmFhGNCjGROPnb3pNUzgmg","ZQXhUK037z4S3VyS95HkOg","qU4wrOVqDfddr9PP_ssmUA","4","2012-03-29","On a recent visit to the Phoenix area, we Seattleites decided to indulge in a trip to In-N-Out, something that we don't have up here. We are so glad we ate here.The place was PACKED on a weekday afternoon and for good reason! Everything we ordered was incredible (burgers, fries, milkshake). Yum! Can't wait to go back! I deducted a star because we had nowhere to sit and the food took a long time.Wish we had In-N-Out in Seattle.","0","0","1"
"kuSr8hNbqqHBY9JKldIlKw","PgrCdD3iPgYzXxO8QsMnew","qU4wrOVqDfddr9PP_ssmUA","3","2014-03-18","While this wasn't my first In-n-Out experience, it was my first in a over a decade and I have to say, I remember it a lot better than it actually is.  OK, don't get worked up. It just didn't thrill me.  It was fresh, well made and just fine.  I just don't want to build a temple in the building and worship it like others seem to!  I got a double double with onion (and when they mean with onion, they mean it!), fries and a chocolate shake.  I liked the burger (could have done without the special sauce, which to me is just thousand island), liked the fries, although they needed more salt and loved the shake (perfect consistency and chocolatey taste). The place was packed, the service was fine and the price was right!  I would go go back, but I like Five Guys better - sorry I do!!","2","1","1"
"xHGYBiriDRU1j91MfDHp7g","wNhZlhcGczm6LdJAtGegzA","qU4wrOVqDfddr9PP_ssmUA","2","2017-02-04","Where to start.  Ugh.  Spent $30 to feed my family.  Asked for no tomatoes and they put two big fat hearty slices.  Nasty.  Pulled them out for of course it left that nasty seeded snail trail.  Yuck but I can deal.  Then my son.  Eating his 4x4 and get to almost the last bite and finds a bug in it.   It looked like possibly a large mosquito.  Not sure.   It was some large winged thing.  I took it in and pointed it out to the lady at the register and she thoroughly examined it like I was a liar trying to get out of it or something.   They replaced it about 15 minutes later.  Just an overall bad experience.  This is a very fast paced in n out so I try to look past the dirty tables and full trash.  But bugs? Can't let that slide.","0","0","0"
"NouKy4wM4SMAQ1BJJndXzw","3z_lLQl_4gzIgaQu1_K9LA","qU4wrOVqDfddr9PP_ssmUA","2","2012-06-06","Nothing special, IMO. I visited to experience something new, as this restaurant does not exist in NC or TN. The burger reminded me of something I would get from Steak n' Shake. The burger was ok, not bad or the best tasting burger.The fries were fresh and not too salty, they tasted like potato chips.The restaurant was busy, but the service was prompt.This was worth trying once.","2","0","0"
